protein_id	genome_id	tax_class	tier	subtier	evidence_score	n_tools	recommend_family	dbcan_hmm_family	dbcan_sub_family	diamond_family	seq_length	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score	adjudicated_tier
jgi-Neoirr1-1896-NEOLI_003336T0	Neoirr1	Taphrinomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	757	-	0.0		0.0	0.4048	0.3512	high_confidence_non_cazyme
jgi-Neoirr1-887-NEOLI_004264T1.4	Neoirr1	Taphrinomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	599	UAL28690.1	50.8	1.716e-05	0.0444	0.6213	0.4275	high_confidence_non_cazyme
jgi-Neoirr1-1895-NEOLI_005438T0	Neoirr1	Taphrinomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	150	QGI83664.1	47.2	2.333e-18	0.0731	0.6454	0.4479	high_confidence_non_cazyme
jgi-Sirint1-626757-fgenesh1_kg.5_#_952_#_TRINITY_DN1366_c0_g2_i1	Sirint1	Tremellomycetes	gray_zone	2A_gray_high	0.506	1	-	-	-	GH47	603	A0A6M7ZQI8	70.6	4.865e-135	0.3873	0.8158	0.6476	gray_zone_structure_supports_cazyme
jgi-Sirint1-463968-CE463967_4009	Sirint1	Tremellomycetes	gray_zone	2B_gray_low	0.0	1	-	GH177(3-209)	-	-	359	A0A0A1MDB0	46.9	2.6819999999999997e-68	0.208	0.8839	0.575	gray_zone_ambiguous_structure
jgi-Sirint1-624027-fgenesh1_kg.4_#_744_#_TRINITY_DN4882_c0_g1_i1	Sirint1	Tremellomycetes	gray_zone	2B_gray_low	0.395	1	-	-	-	CBM67	2026	A0A8R9YT75	41.8	1.665e-61	0.2045	0.604	0.5033	gray_zone_structure_supports_non_cazyme
jgi-Sirint1-621304-fgenesh1_kg.3_#_1017_#_TRINITY_DN4871_c0_g1_i3	Sirint1	Tremellomycetes	high_confidence_cazyme	1B_two_tools_agree	0.473	2	AA4	AA4(158-366)	-	GH3	621	A0A383VJW0	60.3	4.7559999999999996e-145	0.4134	0.8967	0.6809	high_confidence_cazyme
jgi-Sirint1-649186-fgenesh1_kg.17_#_808_#_TRINITY_DN3074_c1_g1_i5	Sirint1	Tremellomycetes	high_confidence_cazyme	1B_two_tools_agree	0.902439024390244	2	CE17_e0	CE17(182-335)	CE17_e0(183-336)	-	597	A0A8H8M811	45.4	3.542e-75	0.2341	0.7819	0.5625	high_confidence_cazyme
jgi-Sirint1-668361-estExt_Genewise1.C_8_t20183	Sirint1	Tremellomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	224	A9KVT9	58.8	5.098e-08	0.0487	0.7585	0.464	high_confidence_non_cazyme
jgi-Sirint1-635914-fgenesh1_kg.9_#_26_#_TRINITY_DN6159_c0_g1_i1	Sirint1	Tremellomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	82	-	0.0		0.0	0.537	0.3843	high_confidence_non_cazyme
jgi-Naifl1-252145-estExt_Genewise1.C_1780018	Naifl1	Pucciniomycotina	gray_zone	2A_gray_high	0.536	1	-	-	-	GT2	774	A0A9Q8WMR9	66.1	4.293e-251	0.6876	0.8697	0.8112	gray_zone_structure_supports_cazyme
jgi-Naifl1-239269-estExt_Genewise1Plus.C_1440007	Naifl1	Pucciniomycotina	high_confidence_cazyme	1A_all_tools_agree	0.9980430528375732	3	GH92_e42	GH92(342-861)	GH92_e42(341-861)	GH92	902	A0A077QWY7	58.3	1.585e-222	0.6205	0.8498	0.7727	high_confidence_cazyme
jgi-Naifl1-252071-estExt_Genewise1.C_1750011	Naifl1	Pucciniomycotina	high_confidence_cazyme	1A_all_tools_agree	0.9977578475336324	3	GH31_1	GH31_1(388-834)	GH31_e39(389-834)	GH31_1	1507	A0A6F9DE22	63.1	8.287e-318	0.8668	0.8523	0.8965	high_confidence_cazyme
jgi-Naifl1-319390-MIX11120_57_78	Naifl1	Pucciniomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	228	-	0.0		0.0	0.5009	0.3752	high_confidence_non_cazyme
jgi-Schins1-13934-CE7847_11055	Schins1	Saccharomycotina	gray_zone	2B_gray_low	0.422	1	-	-	-	AA1	545	A0A3M6VH01	67.3	7.315e-155	0.4343	0.8528	0.6803	gray_zone_structure_supports_cazyme
jgi-Myxme1-280340-fgenesh1_kg.8_#_13_#_TRINITY_DN1834_c0_g4_i1	Myxme1	Saccharomycotina	gray_zone	2B_gray_low	0.3339999999999999	1	-	-	-	GT7	1220	A0A075G076	55.4	9.011000000000001e-272	0.7511	0.7426	0.8112	gray_zone_structure_supports_cazyme
jgi-Myxme1-292001-gm1.5647_g	Myxme1	Saccharomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH43_24|CBM32_e51	GH43_24(139-373)	GH43_e106(141-373)+CBM32_e51(442-561)	CBM32+GH43_24	667	-	0.0		0.0	0.4508	0.3627	high_confidence_cazyme
jgi-Myxme1-255803-estExt_Genewise1Plus.C_3_t10124	Myxme1	Saccharomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT39_e12	GT39(82-323)	GT39_e12(83-323)	GT39	794	S9R3E3	73.5	4.7920000000000005e-275	0.7493	0.8737	0.8431	high_confidence_cazyme
jgi-Phomu1-466796-gm1.74_g	Phomu1	Dothideomycetes	gray_zone	2A_gray_high	0.569	1	-	-	-	GT4	530	A0A170PDT0	43.4	1.442e-05	0.0444	0.8116	0.4751	gray_zone_structure_supports_non_cazyme
jgi-Phomu1-71225-CE71224_47705	Phomu1	Dothideomycetes	high_confidence_cazyme	1A_all_tools_agree	0.993975903614458	3	CBM18_e25|GH16_19	GH16_19(113-280)	CBM18_e25(28-56)+GH16_e52(115-281)	CBM18+GH16_19	451	G2Y3J7	55.7	3.257e-84	0.2515	0.7674	0.5676	high_confidence_cazyme
jgi-Ogapa1-5004-HPODL_02936T0	Ogapa1	Saccharomycotina	gray_zone	2A_gray_high	0.654	1	-	-	-	GH16_4	491	A0A9X4R9Q4	65.2	1.248e-83	0.2515	0.8577	0.5902	gray_zone_ambiguous_structure
jgi-Ogapa1-503-HPODL_02309T0	Ogapa1	Saccharomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH31_1	GH31_1(333-773)	GH31_e39(333-774)	GH31_1	900	R9X8E9	65.4	0.0	0.8816	0.8599	0.9058	high_confidence_cazyme
jgi-MoalGBA31_1-9125-BGZ72_009228-T1	MoalGBA31_1	Mortierellomycotina	gray_zone	2B_gray_low	0.4029999999999999	1	-	-	-	GT4	584	A0A8D9CM86	69.9	1.993e-198	0.5466	0.8734	0.7416	gray_zone_structure_supports_cazyme
jgi-MoalGBA31_1-1458-BGZ72_001468-T1	MoalGBA31_1	Mortierellomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	633	A0A0F7SQT6	42.0	5.487e-64	0.2054	0.7675	0.5446	high_confidence_non_cazyme
jgi-Lacsu1-351056-fgenesh1_kg.9_#_340_#_TRINITY_DN2815_c0_g2_i1	Lacsu1	Leotiomycetes	gray_zone	2A_gray_high	0.728	1	-	-	-	GH17	335	BEI86101.1	60.4	2.086e-60	0.1871	0.8152	0.5474	gray_zone_ambiguous_structure
jgi-Lacsu1-359510-fgenesh1_kg.15_#_258_#_TRINITY_DN7201_c0_g1_i3	Lacsu1	Leotiomycetes	gray_zone	2B_gray_low	0.465	1	-	-	-	GH17	441	A0A7R8HE42	62.4	1.159e-58	0.1862	0.7682	0.5352	gray_zone_ambiguous_structure
jgi-Lacsu1-368755-fgenesh1_kg.28_#_266_#_TRINITY_DN5960_c0_g1_i2	Lacsu1	Leotiomycetes	gray_zone	2B_gray_low	0.452	1	-	-	-	AA2	496	A0A4P8K9V7	50.0	1.315e-09	0.0557	0.7808	0.473	gray_zone_structure_supports_non_cazyme
jgi-Lacsu1-124210-CE124209_1826	Lacsu1	Leotiomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9979674796747968	3	AA1_e22	AA1(142-648)	AA1_e22(143-647)	AA1	697	A0A384K4P2	61.6	5.643e-181	0.5074	0.7898	0.7012	high_confidence_cazyme
jgi-MogaAD045_1-7538-BGZ96_007604-T1	MogaAD045_1	Mortierellomycotina	gray_zone	2B_gray_low	0.327	1	-	-	-	GH43_25	1190	F3Y7Q0	39.1	2.26e-12	0.0653	0.767	0.4744	gray_zone_structure_supports_non_cazyme
jgi-MogaAD045_1-1350-BGZ96_001362-T1	MogaAD045_1	Mortierellomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	249	A0A0G3BWT5	45.1	4.084e-08	0.0496	0.752	0.4628	high_confidence_non_cazyme
jgi-Micld1-3069-MVLG_02863T0	Micld1	Pucciniomycotina	gray_zone	2B_gray_low	0.43	1	-	-	-	CBM48	829	A0A0G9FFI1	66.1	2.032e-229	0.6353	0.858	0.7822	gray_zone_structure_supports_cazyme
jgi-Micld1-457-MVLG_06177T0	Micld1	Pucciniomycotina	gray_zone	2A_gray_high	0.579	1	-	-	-	AA1_3	373	A0A1W6Z2B5	43.3	3.0490000000000002e-30	0.1105	0.9072	0.5321	gray_zone_ambiguous_structure
jgi-Hesve2finisherSC-1329247-estExt_Genewise1Plus.C_490092	Hesve2finisherSC	Mucoromycotina	gray_zone	2B_gray_low	0.281	1	-	-	-	GH13_1	1893	A0A7G7KM48	40.7	1.341e-30	0.1175	0.6236	0.4646	gray_zone_structure_supports_non_cazyme
jgi-Hesve2finisherSC-318095-Hesve1.fgenesh1_pm.5_#_164	Hesve2finisherSC	Mucoromycotina	gray_zone	2B_gray_low	0.4679999999999999	1	-	-	-	GT4	772	A0A6M7ZV70	68.7	5.207e-199	0.5561	0.848	0.7401	gray_zone_structure_supports_cazyme
jgi-Intcon1_1-1993387-e_gw1.176.76.1	Intcon1_1	Agaricomycetes	gray_zone	2B_gray_low	0.446	1	-	-	-	CE9	634	A0A2U9D0U1	43.1	3.676e-56	0.1854	0.8814	0.563	gray_zone_ambiguous_structure
jgi-Muccirc1-3771-transcript:EPB89303	Muccirc1	Mucoromycotina	gray_zone	2A_gray_high	0.8270000000000001	1	-	-	-	PL38	314	USY56127.1	65.7	5.814e-06	0.0444	0.7816	0.4676	gray_zone_structure_supports_non_cazyme
jgi-Muccirc1-6982-transcript:EPB86154	Muccirc1	Mucoromycotina	high_confidence_cazyme	1A_all_tools_agree	0.985239852398524	3	GT15_e0	GT15(138-424)	GT15_e0(140-424)	GT15	456	I2GUP5	70.0	8.214999999999999e-134	0.3777	0.8393	0.6487	high_confidence_cazyme
jgi-Muccirc1-3859-transcript:EPB89277	Muccirc1	Mucoromycotina	high_confidence_cazyme	1A_all_tools_agree	0.9905956112852664	3	GH35_e46	GH35(58-438)	GH35_e46(60-436)	GH35	1042	A0A0H3FWX7	49.7	2.829e-115	0.3499	0.6446	0.5861	high_confidence_cazyme
jgi-Muccirc1-9555-transcript:EPB83565	Muccirc1	Mucoromycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	491	A0A7H8QZU6	46.0	6.43e-51	0.168	0.8633	0.5498	high_confidence_non_cazyme
jgi-Sakvas1-3974-SVAS_00264-R0	Sakvas1	Mucoromycotina	gray_zone	2B_gray_low	0.363	1	-	-	-	GH43_6	1156	A0A1X3CXP5	57.1	0.0007088	0.0409	0.4291	0.3777	gray_zone_structure_supports_non_cazyme
jgi-Sakvas1-810-SVAS_04863-R0	Sakvas1	Mucoromycotina	gray_zone	2A_gray_high	0.5479999999999999	1	-	-	-	GT2	386	A0A0S4PVB7	75.7	3.071e-162	0.4456	0.8145	0.6764	gray_zone_structure_supports_cazyme
jgi-Tubmel1-345320-CE345319_13350	Tubmel1	Pezizomycetes	gray_zone	2B_gray_low	0.433	1	-	-	-	GT90	447	A0A160SXU2	54.5	2.478e-78	0.2367	0.8145	0.572	gray_zone_ambiguous_structure
jgi-Tubmel1-2433056-fgenesh1_kg.4_#_6257_#_TRINITY_DN1753_c0_g1_i14	Tubmel1	Pezizomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	355	A0A7H8RBC8	43.7	2.72e-37	0.1288	0.8804	0.5345	high_confidence_non_cazyme
jgi-ClaluMJ12_1-122521-fgenesh1_pg.2_#_238	ClaluMJ12_1	Saccharomycotina	gray_zone	2A_gray_high	0.5329999999999999	1	-	-	-	PL38	334	USY56127.1	57.7	8.771e-06	0.0444	0.7471	0.459	gray_zone_structure_supports_non_cazyme
jgi-ClaluMJ12_1-103486-estExt_Genewise1.C_4_t20373	ClaluMJ12_1	Saccharomycotina	high_confidence_cazyme	1A_all_tools_agree	0.990967741935484	3	GT48_e0	GT48(584-1340)	GT48_e0(585-1340)	GT48	1604	A0A5Q0I6T0	47.0	2.803e-20	0.0879	0.5648	0.4351	high_confidence_cazyme
jgi-DelFL0756_1-518260-gm1.2754_g	DelFL0756_1	Dothideomycetes	gray_zone	2A_gray_high	0.634	1	-	-	-	CBM13	615	A0A109RB72	57.6	5.344e-32	0.1192	0.8883	0.5317	gray_zone_ambiguous_structure
jgi-MomiNVP1_1-6484-BG006_006563-T1	MomiNVP1_1	Mortierellomycotina	gray_zone	2A_gray_high	0.517	1	-	-	-	GH3	354	A0A4D6NUZ0	67.8	1.363e-115	0.3272	0.7584	0.6032	gray_zone_structure_supports_cazyme
jgi-Powhir1-77-CE76_22571	Powhir1	Chytridiomycetes	gray_zone	2A_gray_high	0.5760000000000001	1	-	-	-	GT2	676	WEJ94736.1	44.4	7.521e-82	0.2533	0.8743	0.5952	gray_zone_ambiguous_structure
jgi-Powhir1-251295-CE251294_7384	Powhir1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT2	GT2(1530-1875)	GT2(1530-1874)	GT2	2079	UZJ57080.1	55.0	1.878e-116	0.3534	0.6813	0.597	high_confidence_cazyme
jgi-Powhir1-532459-MIX16622_76_37	Powhir1	Chytridiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT8_e168	GT8(53-208)	GT8_e168(50-208)	GT8	231	UEK51443.1	53.3	8.982e-64	0.1915	0.8396	0.5556	high_confidence_cazyme
jgi-Powhir1-260974-CE260973_2593	Powhir1	Chytridiomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	656	A0A3Q9WFX4	33.1	1.753e-07	0.0505	0.7907	0.4729	high_confidence_non_cazyme
jgi-Powhir1-509036-gm1.3466_g	Powhir1	Chytridiomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	479	A0A401UPC3	38.7	7.953e-18	0.0792	0.8879	0.5116	high_confidence_non_cazyme
jgi-Powhir1-440524-fgenesh1_pg.10_#_171	Powhir1	Chytridiomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	508	-	0.0		0.0	0.58	0.395	high_confidence_non_cazyme
jgi-Amapyr1-2227582-fgenesh1_kg.86_#_118_#_TRINITY_DN3766_c0_g1_i1	Amapyr1	Agaricomycetes	gray_zone	2A_gray_high	0.629	1	-	-	-	GH16_18	419	A0A2G5UV03	73.0	2.735e-126	0.3568	0.8272	0.6352	gray_zone_structure_supports_cazyme
jgi-MorM1934m1_1-405534-fgenesh1_kg.13_#_429_#_TRINITY_DN144_c0_g2_i2	MorM1934m1_1	Pezizomycetes	gray_zone	2B_gray_low	0.387	1	-	-	-	GT15	761	B1C496	46.7	2.141e-10	0.0592	0.8407	0.4898	gray_zone_structure_supports_non_cazyme
jgi-HyNC0597_1-657923-fgenesh1_pm.53_#_11	HyNC0597_1	Sordariomycetes	gray_zone	2A_gray_high	0.733	1	-	-	-	GH16_1	356	QTS88999.1	43.1	4.872e-10	0.0557	0.8699	0.4953	gray_zone_structure_supports_non_cazyme
jgi-Zancul2-7235-AX774_g4929T0	Zancul2	Kickxellomycotina	gray_zone	2B_gray_low	0.495	1	-	-	-	GH36	1106	A0A8H8P5D7	64.4	4.364e-134	0.3986	0.6635	0.6152	gray_zone_structure_supports_cazyme
jgi-Zancul2-6845-AX774_g4605T0	Zancul2	Kickxellomycotina	gray_zone	2B_gray_low	0.385	1	-	-	-	GH43_26	1017	A0A2H6B7E4	35.3	1.29e-12	0.0661	0.6343	0.4417	gray_zone_structure_supports_non_cazyme
jgi-Zancul2-1670-AX774_g6710T0	Zancul2	Kickxellomycotina	gray_zone	2A_gray_high	0.722	1	-	-	-	GT57	364	W5WIC8	60.3	7.417e-05	0.0418	0.7696	0.4633	gray_zone_structure_supports_non_cazyme
jgi-Zancul2-7928-AX774_g5390T0	Zancul2	Kickxellomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT2	GT2(66-201)	GT2(67-262)	GT2	339	A0A4P6XP32	64.7	3.18e-96	0.2776	0.8739	0.6073	high_confidence_cazyme
jgi-Zancul2-4011-AX774_g2320T0	Zancul2	Kickxellomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	73	-	0.0		0.0	0.552	0.388	high_confidence_non_cazyme
jgi-Pcapi1-506436-gm1.465_g	Pcapi1	Dothideomycetes	gray_zone	2A_gray_high	0.511	1	-	-	-	GT27	533	A0A2U9C0S7	73.0	1.347e-164	0.4587	0.8535	0.6927	gray_zone_structure_supports_cazyme
jgi-Aqupat1-83908-CE83907_23511	Aqupat1	Dothideomycetes	gray_zone	2A_gray_high	0.695	1	-	-	-	GT2	458	A0A9Q9DUZ6	33.6	4.038e-21	0.0879	0.8365	0.5031	gray_zone_structure_supports_non_cazyme
jgi-Phisc1-584310-e_gw1.11.502.1	Phisc1	Leotiomycetes	gray_zone	2A_gray_high	0.617	1	-	-	-	GT1	459	A0A845Q8K5	37.8	0.0001079	0.0418	0.8759	0.4899	gray_zone_structure_supports_non_cazyme
jgi-Phisc1-272793-CE272792_2643	Phisc1	Leotiomycetes	gray_zone	2A_gray_high	0.5770000000000001	1	-	-	-	GH105	1439	A0A3P6D3E5	58.6	1.169e-259	0.7198	0.8285	0.817	gray_zone_structure_supports_cazyme
jgi-Phisc1-196973-CE196972_839	Phisc1	Leotiomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	525	A0A069RXU3	53.9	2.189e-07	0.0496	0.725	0.4561	high_confidence_non_cazyme
jgi-Krisp1-2506757-estExt_Genewise1Plus.C_190246	Krisp1	Pucciniomycotina	gray_zone	2B_gray_low	0.353	1	-	-	-	GT2	1006	UBM34688.1	43.0	5.437e-44	0.1558	0.7671	0.5197	gray_zone_structure_supports_non_cazyme
jgi-Krisp1-2588583-fgenesh1_kg.6_#_3034_#_TRINITY_DN4667_c0_g2_i1	Krisp1	Pucciniomycotina	gray_zone	2B_gray_low	0.412	1	-	-	-	GH28	553	A0A2V1ABX0	65.2	8.066e-176	0.4883	0.8655	0.7105	gray_zone_structure_supports_cazyme
jgi-Krisp1-2553017-fgenesh1_kg.2_#_7376_#_TRINITY_DN3510_c0_g3_i4	Krisp1	Pucciniomycotina	high_confidence_cazyme	1A_all_tools_agree	0.5949895615866388	3	GT5_e6	GT5(134-732)	GT5_e6(343-675)	GT0	871	A0A7W5S7A5	40.9	8.269e-41	0.1462	0.8106	0.5257	high_confidence_cazyme
jgi-Krisp1-2747285-estExt_Genemark4.C_8_t30118	Krisp1	Pucciniomycotina	high_confidence_cazyme	1A_all_tools_agree	0.9891304347826086	3	GH27_e18	GH27(125-409)	GH27_e18(126-409)	GH27	484	A0A223AMX6	65.5	5.093e-157	0.4378	0.8491	0.6812	high_confidence_cazyme
jgi-Krisp1-2471482-e_gw1.4.1947.1	Krisp1	Pucciniomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	368	A0A9E9C620	35.1	9.062e-09	0.0531	0.6493	0.4389	high_confidence_non_cazyme
jgi-Glost2-115256-CE115255_43854	Glost2	Dothideomycetes	gray_zone	2B_gray_low	0.43	1	-	-	-	AA9	824	-	0.0		0.0	0.4433	0.3608	gray_zone_structure_supports_non_cazyme
jgi-Glost2-271973-gw1.1877.2.1	Glost2	Dothideomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	217	A0A7S9KQJ5	65.5	1.585e-35	0.1192	0.7171	0.4889	high_confidence_non_cazyme
jgi-Ordco1-1063-transcript:KHN69989	Ordco1	Microsporidia	gray_zone	2B_gray_low	0.273	1	-	-	-	GH5_12	1412	K8ELT8	43.7	2.731e-103	0.3185	0.8215	0.6146	gray_zone_structure_supports_cazyme
jgi-Ordco1-1806-transcript:KHN69253	Ordco1	Microsporidia	gray_zone	2A_gray_high	0.526	1	-	-	-	GH18	297	A0A9Q9DWZ7	73.3	4.246e-113	0.3185	0.7808	0.6045	gray_zone_structure_supports_cazyme
jgi-Ordco1-1547-transcript:KHN69351	Ordco1	Microsporidia	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	423	A0A8S2A4S2	57.0	2.36e-46	0.154	0.852	0.54	high_confidence_non_cazyme
jgi-Ordco1-1043-transcript:KHN69969	Ordco1	Microsporidia	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	806	G0WDT0	48.8	7.021e-10	0.0574	0.722	0.4592	high_confidence_non_cazyme
jgi-Ordco1-844-transcript:KHN70128	Ordco1	Microsporidia	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	337	A0A7R9BH95	56.5	1.465e-27	0.1027	0.7981	0.5009	high_confidence_non_cazyme
jgi-Ordco1-1031-transcript:KHN69957	Ordco1	Microsporidia	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	158	-	0.0		0.0	0.5929	0.3982	high_confidence_non_cazyme
jgi-Ordco1-551-transcript:KHN70169	Ordco1	Microsporidia	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	710	Q4K5C2	34.8	1.583e-21	0.0905	0.5222	0.4258	high_confidence_non_cazyme
jgi-Aspbic1-180990-estExt_Genewise1Plus.C_230145	Aspbic1	Eurotiomycetes	gray_zone	2A_gray_high	0.687	1	-	-	-	GH27	551	A0A5B9WDK0	31.8	2.974e-14	0.0688	0.7491	0.4717	gray_zone_structure_supports_non_cazyme
jgi-Galgeo1-18965-e_gw1.43.51.1	Galgeo1	Saccharomycotina	gray_zone	2B_gray_low	0.424	1	-	-	-	PL3_2	931	A0A8H8P771	60.6	1.386e-206	0.5814	0.8161	0.7447	gray_zone_structure_supports_cazyme
jgi-Galgeo1-17646-e_gw1.13.5.1	Galgeo1	Saccharomycotina	gray_zone	2B_gray_low	0.3779999999999999	1	-	-	-	GH130_3	669	UTA47746.1	42.7	4.137e-07	0.0496	0.8262	0.4813	gray_zone_structure_supports_non_cazyme
jgi-Galgeo1-50548-fgenesh1_pm.27_#_3	Galgeo1	Saccharomycotina	high_confidence_cazyme	1A_all_tools_agree	0.9191176470588236	3	GT4_e833	GT4(232-368)	GT4_e833(236-366)	GT4	419	A0A1H6PXV4	67.0	2.022e-138	0.3873	0.9079	0.6706	high_confidence_cazyme
jgi-Galgeo1-44682-fgenesh1_pg.58_#_6	Galgeo1	Saccharomycotina	high_confidence_cazyme	1A_all_tools_agree	0.9954233409610984	3	GH15_e35	GH15(93-526)	GH15_e35(91-526)	GH15	539	A0A161HIX5	73.4	5.032e-174	0.483	0.8826	0.7122	high_confidence_cazyme
jgi-Galgeo1-9014-gw1.835.5.1	Galgeo1	Saccharomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	57	G8BVV3	52.8	5.966e-08	0.0426	0.5789	0.416	high_confidence_non_cazyme
jgi-Galgeo1-27141-e_gw1.409.9.1	Galgeo1	Saccharomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	237	A0A8F3AGL4	62.0	7.59e-63	0.1889	0.8106	0.5471	high_confidence_non_cazyme
jgi-Rhesp1-600717-estExt_Genemark1.C_200425	Rhesp1	Leotiomycetes	gray_zone	2A_gray_high	0.5710000000000001	1	-	-	-	GH47	865	A0A7H8RBG9	52.7	2.473e-90	0.2802	0.6971	0.5644	gray_zone_ambiguous_structure
jgi-Rhesp1-183589-CE183588_45	Rhesp1	Leotiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	AA16_e1	AA16(21-191)	AA16_e1(22-192)	AA16	275	A0A9Q8PD55	72.5	2.847e-81	0.2376	0.7583	0.5584	high_confidence_cazyme
jgi-Rhesp1-559564-gm1.15337_g	Rhesp1	Leotiomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	303	A0A1L6TCU0	43.8	7.277e-07	0.047	0.821	0.4787	high_confidence_non_cazyme
jgi-Anttom1-393058-fgenesh1_pm.33_#_60	Anttom1	Sordariomycetes	gray_zone	2B_gray_low	0.301	1	-	-	-	GT15	1140	A0A9Q8YZN4	55.7	9.291e-21	0.0888	0.5019	0.4199	gray_zone_structure_supports_non_cazyme
jgi-Conap1-94983-W97_04005T0	Conap1	Dothideomycetes	gray_zone	2A_gray_high	0.557	1	-	-	-	GH51_2	729	A0A7R8D8J0	35.5	1.207e-65	0.2124	0.8302	0.5637	gray_zone_ambiguous_structure
jgi-Conap1-100653-W97_08552T0	Conap1	Dothideomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH47_e17	GH47(98-591)	GH47_e17(98-592)	GH47	648	A0A167E5K1	64.2	3.3779999999999996e-171	0.4804	0.8831	0.711	high_confidence_cazyme
jgi-CgaWM276_1-821-transcript:ADV24660	CgaWM276_1	Tremellomycetes	gray_zone	2A_gray_high	0.6629999999999999	1	-	-	-	GH30_3	756	A0A8H8SZJ7	72.0	3.333e-210	0.584	0.8093	0.7443	gray_zone_structure_supports_cazyme
jgi-CgaWM276_1-2966-transcript:ADV20932	CgaWM276_1	Tremellomycetes	gray_zone	2B_gray_low	0.471	1	-	-	-	GT50	779	A0A8S1ZZ42	62.7	5.267e-76	0.2402	0.868	0.5871	gray_zone_ambiguous_structure
jgi-CgaWM276_1-3265-transcript:ADV21212	CgaWM276_1	Tremellomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT76_e9	GT76(48-425)	GT76_e9(49-425)	GT76	426	E6R1X2	72.1	6.852e-129	0.3638	0.8099	0.6344	high_confidence_cazyme
jgi-CgaWM276_1-5465-transcript:ADV23428	CgaWM276_1	Tremellomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	953	A0A7W4LS90	42.9	2.986e-19	0.0844	0.8407	0.5024	high_confidence_non_cazyme
jgi-Schshe1-94937-e_gw1.2.1839.1	Schshe1	Saccharomycotina	gray_zone	2B_gray_low	0.481	1	-	-	-	GH3	380	A0A161KAD3	79.2	9.433e-157	0.4317	0.8359	0.6748	gray_zone_structure_supports_cazyme
jgi-Armbor1-180132-CE180131_1188	Armbor1	Agaricomycetes	gray_zone	2B_gray_low	0.428	1	-	-	-	CE4	511	-	0.0		0.0	0.7331	0.4333	gray_zone_structure_supports_non_cazyme
jgi-Bissp1-615261-fgenesh1_kg.11_#_325_#_TRINITY_DN6442_c0_g1_i6	Bissp1	Leotiomycetes	gray_zone	2B_gray_low	0.36	1	-	-	-	GT8	846	A0A7S8DRQ0	51.2	7.637e-122	0.3621	0.8216	0.6364	gray_zone_structure_supports_cazyme
jgi-Bissp1-519836-e_gw1.46.110.1	Bissp1	Leotiomycetes	gray_zone	2B_gray_low	0.381	1	-	-	-	CBM14	568	A0A1S9DVV1	72.1	6.95e-120	0.3473	0.7921	0.6217	gray_zone_structure_supports_cazyme
