protein_id	tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-Asphor1-155329-MIX655_9_48	gray_zone	-	A0A4D6KTS8	48.9	2.104e-94	0.2818	0.8518	0.6039
jgi-Colsub1-3472-transcript:KDN62611	gray_zone	-	A0A1S9DVV1	62.4	1.17e-90	0.2731	0.7986	0.5862
jgi-Morcra1-875304-estExt_fgenesh1_pm.C_70205	gray_zone	-	CAG5088466.1	41.5	1.391e-52	0.1754	0.7844	0.5338
jgi-Pengl1-382956-fgenesh1_kg.2_#_1696_#_Locus6611v1rpkm7.78	high_confidence_non_cazyme	-	A0A9Q8T6J9	61.7	3.814e-122	0.3586	0.8119	0.6323
jgi-Pseudest1-7554-VC83_03224T0	gray_zone	-	WFD22748.1	34.2	4.651e-35	0.1283	0.9078	0.5411
jgi-Ser411_1-1272325-fgenesh1_kg.2_#_4745_#_TRINITY_DN6051_c0_g1_i5	gray_zone	-	QHN97184.1	34.6	3.339e-11	0.0611	0.8542	0.4941
jgi-Currey1-47144-CE47143_2647	gray_zone	-	A0A8F2W220	63.2	1.319e-216	0.6021	0.8772	0.7704
jgi-Pcru16753_1-209725-fgenesh1_kg.19_#_260_#_TRINITY_DN6026_c0_g1_i1	gray_zone	-	ULT88936.1	77.7	3.8e-172	0.4747	0.7409	0.6726
jgi-Aspbrevi1-5184-CE5183_12896	gray_zone	-	W5WIC8	48.9	1.254e-05	0.0445	0.7823	0.4678
jgi-Tolop1-3261-transcript:KND94260	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4491	0.3623
jgi-Pcit17464-617061-fgenesh1_kg.3_#_1715_#_TRINITY_DN31440_c0_g1_i1	gray_zone	-	A0A3M6VGR8	46.8	8.081e-99	0.3002	0.8304	0.6077
jgi-Spoumb1-500604-fgenesh1_kg.8_#_116_#_TRINITY_DN6485_c0_g1_i2	gray_zone	-	-	0.0	nan	0.0000	0.4342	0.3586
jgi-HyFL0890_1-259026-fgenesh1_kg.4_#_706_#_TRINITY_DN3118_c0_g1_i1	high_confidence_non_cazyme	-	A0A3M0P232	62.7	1.245e-06	0.0454	0.8258	0.4791
jgi-Phefer1-185353-e_gw1.17.380.1	gray_zone	-	A0A3D9KJ37	51.7	5.801e-33	0.1161	0.8678	0.5250
jgi-Aspalli1-308777-gm1.3700_g	gray_zone	-	Q5BGV8	60.0	1.572e-94	0.2801	0.8831	0.6108
jgi-PenbrAgRF18_1-362099-estExt_Genemark1.C_4_t20301	gray_zone	-	A0A4P9DQ77	35.8	3.639e-20	0.0864	0.8085	0.4953
jgi-Aspbr1-69025-estExt_fgenesh1_pg.C_160082	high_confidence_cazyme	GH10_e64	A0A9N8P9H8	78.8	3.469e-152	0.4188	0.7983	0.6590
jgi-MorM21481_1-327854-fgenesh1_kg.4_#_736_#_TRINITY_DN165_c0_g1_i3	high_confidence_non_cazyme	-	WFD20538.1	67.9	3.906e-133	0.3770	0.7676	0.6304
jgi-Vuicom1-231450-CE231449_12818	gray_zone	-	Q0V888	68.1	9.179e-106	0.3229	0.8300	0.6189
jgi-Aspscl1-285278-CE285277_3475	gray_zone	-	-	0.0	nan	0.0000	0.4924	0.3731
jgi-Trisin1-186802-CE186801_3672	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5399	0.3850
jgi-Ganluc1-402042-estExt_Genewise1Plus.C_8_t10120	gray_zone	-	-	0.0	nan	0.0000	0.8080	0.4520
jgi-Suidis1-674127-fgenesh1_kg.6_#_1544_#_TRINITY_DN9076_c0_g2_i4	gray_zone	-	-	0.0	nan	0.0000	0.8503	0.4626
jgi-FvanT36_1-189722-CE189721_3180	gray_zone	-	UJR15328.1	33.5	7.938e-48	0.1649	0.8764	0.5516
jgi-Jumvir1-311093-fgenesh1_kg.35_#_140_#_TRINITY_DN20272_c0_g1_i1	gray_zone	-	A0A285M1I9	49.0	2.304e-14	0.0698	0.6797	0.4548
jgi-Suioch1-1162659-fgenesh1_pm.18_#_60	high_confidence_non_cazyme	-	A0A7R9FW16	58.3	5.547e-27	0.0942	0.7184	0.4767
jgi-Aurvu1-1555066-fgenesh1_kg.19_#_90_#_Locus4958v1rpkm34.89	gray_zone	-	A0A9P9K3K3	76.9	8.636e-223	0.6204	0.8109	0.7629
jgi-Artesp1-470544-MIX17278_389_99	gray_zone	-	QHN99607.1	50.0	9.9e-77	0.2373	0.8835	0.5895
jgi-TrireRUTC30_1-24326-estExt_Genemark1.C_50100	high_confidence_cazyme	GH17_e67	A0A430LG28	63.2	5.734e-109	0.3220	0.5428	0.5467
jgi-Aspneog1_1-168308-gm1.10253_g	gray_zone	-	A0A7H8RD44	63.5	5.932e-60	0.1920	0.7989	0.5457
jgi-Calful1-799726-fgenesh1_kg.55_#_116_#_TRINITY_DN6302_c0_g2_i1	high_confidence_non_cazyme	-	A0A8S2A9P9	61.2	5.064e-07	0.0410	0.6009	0.4207
jgi-Melen1-261381-fgenesh1_kg.17_#_184_#_TRINITY_DN831_c0_g1_i1	gray_zone	-	A0A225XBB7	39.2	1.104e-13	0.0663	0.8095	0.4855
jgi-Xylpal124036_1-127287-CE127286_4410	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5491	0.3873
jgi-Chocucu1-582489-MIX152_7933_100	gray_zone	-	A0A1L6XBM3	35.5	5.695e-13	0.0672	0.7699	0.4761
jgi-Daces1-537403-fgenesh1_kg.1_#_2457_#_TRINITY_DN6273_c0_g1_i4	gray_zone	-	A0A1C3N346	53.8	2.333e-30	0.1169	0.5926	0.4566
jgi-Cha5317_1-1089993-fgenesh1_pm.126_#_24	gray_zone	-	M5EEC9	45.5	3.908e-53	0.1693	0.8623	0.5502
jgi-LnoICMP18003A_1-9925-LEN2_010202-T1	high_confidence_cazyme	GH27_e14	O93816	68.5	6.916e-147	0.4110	0.8039	0.6565
jgi-Ternu1-323025-fgenesh1_kg.1_#_325_#_Locus2549v1rpkm47.92	gray_zone	-	BEI86101.1	62.9	1.056e-55	0.1754	0.8199	0.5427
jgi-Ophdi1-310175-estExt_Genewise1.C_1_t10031	gray_zone	-	A0A8F2W220	70.5	5.826e-250	0.6859	0.8242	0.7990
jgi-Chafun1-38716-fgenesh1_pm.51_#_32	gray_zone	-	A0A8H8T2A6	80.2	1.058e-139	0.4145	0.5864	0.6038
jgi-Rhyco1-4628-transcript:CZT03224	high_confidence_non_cazyme	-	A0A3G3JXY9	66.6	0.0002999	0.0366	0.6904	0.4409
jgi-Phohig1-981880-fgenesh1_kg.72_#_237_#_TRINITY_DN13208_c0_g1_i1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4324	0.3581
jgi-HerpoJF2053F_1-277325-CE277324_2138	gray_zone	-	A0A9Q8Z011	43.2	7.289e-45	0.1545	0.7583	0.5168
jgi-Rhesp1-514363-fgenesh1_kg.16_#_905_#_TRINITY_DN7771_c0_g1_i7	gray_zone	-	WEJ95752.1	56.4	7.704e-173	0.4843	0.7634	0.6830
jgi-Radspe1-487029-e_gw1.1.85.1	gray_zone	-	A0A1U6GPU9	42.6	8.779e-11	0.0576	0.7625	0.4694
jgi-Gymch1-1669995-gm1.11972_g	gray_zone	-	A0A8H8P736	59.2	4.684e-132	0.3770	0.8050	0.6397
jgi-Talat1-3189-transcript:OKL56833	high_confidence_non_cazyme	-	A8XD83	56.4	3.588e-16	0.0750	0.5478	0.4245
jgi-Cocim1-8737-CIMG_03105T0	gray_zone	-	A0A9Q9RM93	79.2	6.253e-131	0.3665	0.8492	0.6455
jgi-Moralp1_1-253133-CE253132_8306	gray_zone	-	WCJ32372.1	54.2	1.93e-100	0.3115	0.7317	0.5887
jgi-Sorhu1-394683-MIX6543_21_79	high_confidence_cazyme	GH16_18	E3QK20	80.6	4.97e-132	0.3682	0.7858	0.6306
jgi-FoxF204_1-343871-fgenesh1_pg.7_#_869	gray_zone	-	A0A6M7ZQI8	69.6	4.326e-124	0.3586	0.7945	0.6280
jgi-Zycmex1-183143-CE183142_268994	gray_zone	-	QHG77622.1	85.5	9.518e-121	0.3360	0.6618	0.5834
jgi-Fusvan1-453878-estExt_Genewise1Plus.C_6_t50029	high_confidence_cazyme	AA7_e3	G4TLG0	50.7	3.616e-104	0.3045	0.8903	0.6249
jgi-Morsny1-554184-fgenesh1_kg.15_#_765_#_TRINITY_DN6389_c0_g1_i4	high_confidence_non_cazyme	-	A0A7Z7HVT1	30.6	2.249e-09	0.0541	0.8317	0.4850
jgi-Triaspe1-382653-fgenesh1_kg.2_#_206_#_TRINITY_DN5904_c4_g3_i2	gray_zone	-	WFD34155.1	51.3	1.326e-140	0.4031	0.8175	0.6560
jgi-Bysni1-71641-gm1.617_g	gray_zone	-	A0A8H8P5D7	69.8	4.342e-170	0.4721	0.8331	0.6943
jgi-Aspten1-705741-fgenesh1_kg.34_#_559_#_TRINITY_DN5486_c1_g3_i1	high_confidence_cazyme	CE15_e22	A0A4U7JAH3	68.1	9.931e-139	0.3883	0.8303	0.6517
jgi-Aspneoca1-400139-fgenesh1_kg.108_#_57_#_TRINITY_DN1997_c0_g1_i1	gray_zone	-	R5JMD1	47.1	8.732e-05	0.0419	0.8489	0.4832
jgi-Schill1_1-123792-fgenesh1_kg.4_#_890_#_TRINITY_DN8707_c0_g3_i1	gray_zone	-	A0A1D8AVZ7	78.1	0.0006043	0.0401	0.7605	0.4602
jgi-Xylgra1-362399-fgenesh1_pm.15_#_93	gray_zone	-	A0A9Q9DVU5	63.2	2.001e-76	0.2321	0.7595	0.5559
jgi-Phisc1-745890-MIX1783_22_40	gray_zone	-	-	0.0	nan	0.0000	0.4986	0.3746
jgi-Podcom1-396281-fgenesh1_kg.9_#_228_#_TRINITY_DN3226_c0_g1_i5	gray_zone	-	WFD20538.1	58.9	2.819e-103	0.3098	0.7155	0.5838
jgi-PseVKM4520_1-8610-transcript:KFZ04163	high_confidence_cazyme	GH43_21	A0A9Q8WJE4	56.5	4.05e-102	0.3080	0.8931	0.6273
jgi-Blatri1-414194-fgenesh1_kg.126_#_70_#_TRINITY_DN6815_c0_g1_i2	gray_zone	-	USY56127.1	57.7	1.292e-05	0.0436	0.7191	0.4516
jgi-Fusoxy1-441254-e_gw1.1.2057.1	gray_zone	-	QWU85892.1	56.4	2.906e-39	0.1414	0.6342	0.4792
jgi-Gymau1-73378-e_gw1.63.70.1	gray_zone	-	F4GYI3	50.0	5.011e-11	0.0593	0.7344	0.4633
jgi-Rhimi1_1-240527-gm1.8238_g	high_confidence_non_cazyme	-	A0A5P6VVZ6	40.7	8.514e-09	0.0497	0.6977	0.4493
jgi-Suiplo1-1319346-fgenesh1_kg.1_#_4132_#_TRINITY_DN5221_c0_g2_i2	gray_zone	-	A0A160T6Z8	36.4	1.55e-39	0.1431	0.8908	0.5442
jgi-Ramac1-1328652-e_gw1.8.331.1	gray_zone	-	A0A899G6P5	43.8	3.878e-41	0.1449	0.8258	0.5289
jgi-Lopmy1-536290-fgenesh1_pg.5_#_94	gray_zone	-	E8V3D1	55.5	4.788e-63	0.2051	0.7728	0.5457
jgi-Lentinedodes1-22749-LE01Gene11350.t1	gray_zone	-	A0A6M7ZQI8	71.4	1.982e-137	0.3935	0.8010	0.6470
jgi-Aspfer1-182555-fgenesh1_kg.28_#_283_#_TRINITY_DN9398_c0_g1_i1	gray_zone	-	ARA85284.1	56.9	2.838e-79	0.2373	0.8627	0.5844
jgi-Trucit1_1-440999-CE440998_1057	gray_zone	-	ARA85284.1	61.6	4.722e-93	0.2705	0.8631	0.6010
jgi-Hypsu1-607729-CE386723_732	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5247	0.3812
jgi-Helgr1-7366-transcript:PGH13473	gray_zone	-	F9G000	67.6	1.381e-112	0.3298	0.7851	0.6112
jgi-Erego1-2777-transcript:AEY97241	gray_zone	-	K8ELT8	42.9	8.366e-86	0.2723	0.7536	0.5745
jgi-Liccor1-5095-LCOR_04662.1	gray_zone	-	-	0.0	nan	0.0000	0.4141	0.3535
jgi-Lipsmi1-414942-fgenesh1_kg.4_#_702_#_TRINITY_DN521_c0_g2_i14	gray_zone	-	A0A2U9BLR6	45.0	4.754e-133	0.3970	0.9016	0.6739
jgi-HabiNA12553_1-2452-BGZ52_002461-T1	gray_zone	-	-	0.0	nan	0.0000	0.7585	0.4396
jgi-Myrdu1-290514-gm1.1577_g	high_confidence_cazyme	GT8_e103	A0A7H8RD18	58.3	4.12e-77	0.2312	0.8716	0.5835
jgi-Torhe1-7791-VHEMI07248-1	gray_zone	-	A0A518BUB8	53.4	4.349e-06	0.0454	0.7947	0.4714
jgi-Pcit120373-359801-estExt_fgenesh1_pm.C_60053	gray_zone	-	A0A9Q8T8J5	60.7	2.052e-100	0.2888	0.8537	0.6078
jgi-Zalva1-492263-e_gw1.30.229.1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.7046	0.4262
jgi-Claca1-114058-G647_10268T0	gray_zone	-	-	0.0	nan	0.0000	0.7153	0.4288
jgi-Aspwe1-169224-gm1.3159_g	gray_zone	-	A0A4D6NUZ0	69.9	5.528e-117	0.3316	0.7958	0.6147
jgi-ConPMI546-924157-fgenesh1_kg.2_#_1092_#_Locus1825v2rpkm42.42	gray_zone	-	A0A856MF29	43.0	6.733e-51	0.1745	0.8492	0.5495
jgi-Exode1-9047-HMPREF1120_08762T0	gray_zone	-	K9UGD5	31.0	3.165e-10	0.0576	0.8314	0.4867
jgi-Aspbrev1-274518-gm1.10299_g	high_confidence_cazyme	CE5_e15	A0A6S6W248	73.4	1.9e-83	0.2400	0.8393	0.5798
jgi-Artele1122_1-492268-fgenesh1_pg.10_#_6	high_confidence_cazyme	GH128_e16	A0A8H8MEY6	66.6	1.237e-75	0.2243	0.8198	0.5671
jgi-Sarkil1-123229-estExt_Genewise1Plus.C_180310	high_confidence_non_cazyme	-	WCJ32372.1	61.6	3.849e-93	0.2906	0.6742	0.5638
jgi-Coler1-147446-CE147445_1839	high_confidence_cazyme	GH76_e44	A0A4P7NQP5	77.3	1.06e-181	0.5000	0.8357	0.7089
jgi-Aspudag1-341654-gm1.3493_g	high_confidence_cazyme	GH3_e139	K3VKA5	68.9	8.859e-287	0.7801	0.8849	0.8613
jgi-YarliYlCW001-134035-fgenesh1_kg.8_#_21_#_TRINITY_DN2699_c0_g2_i1	high_confidence_cazyme	GH76_e0	A0A4P7NQP5	73.7	1.377e-146	0.4119	0.8090	0.6582
jgi-Rhyse1-12515-transcript:CZT42131	high_confidence_cazyme	GH18_e170	A0A7U2ESU1	63.0	3.015e-177	0.5113	0.7101	0.6832
jgi-Antcit1-158668-CE158667_2579	high_confidence_cazyme	AA9_e38	A0A5K1K507	70.2	9.697e-87	0.2548	0.7460	0.5639
jgi-Gloac1-1352500-gm1.7609_g	high_confidence_cazyme	GH115_e0	-	0.0	nan	0.0000	0.4163	0.3541
jgi-Persub1-926386-CE926385_30052	high_confidence_cazyme	GT39_e30	A0A225XVC4	74.9	4.026e-265	0.7269	0.8610	0.8287
jgi-Chaol1-5964-Chaol2p7_013796.t1_Chaol2p7_013796	high_confidence_cazyme	GH5_22	A0A6F8Y0J4	60.6	4.289e-134	0.3813	0.8820	0.6612
jgi-Neuhi1-309634-e_gw1.2.3314.1	high_confidence_cazyme	GH17_e67	-	0.0	nan	0.0000	0.4221	0.3555
jgi-Sclbo1-3313-transcript:ESZ96258	high_confidence_cazyme	GH13_25|GH13_25|GH133_e0	Q5BGH8	55.4	1.544e-181	0.5227	0.7670	0.7031
jgi-FvanT95_1-288591-fgenesh1_pm.29_#_39	high_confidence_non_cazyme	-	A0A0S2S9R1	50.0	4.834e-06	0.0410	0.6024	0.4211
jgi-FoxF1008_1-813217-fgenesh1_kg.9_#_289_#_TRINITY_DN802_c0_g1_i1	high_confidence_cazyme	CBM50_e1048|CBM50_e1048	A0A1D9PY85	61.1	1.17e-134	0.3839	0.7933	0.6403
jgi-Conapa1-998980-estExt_Genemark1.C_4930001	high_confidence_cazyme	GH92_e19	A0A7D3XN66	54.9	1.323e-111	0.3298	0.5222	0.5455
jgi-Melmed1-883661-fgenesh1_pg.597_#_5	high_confidence_cazyme	GH2_e74	A0A1C6JUI3	60.4	4.471e-191	0.5314	0.8794	0.7355
jgi-Mycreb1-1359559-fgenesh1_kg.86_#_294_#_TRINITY_DN17877_c1_g12_i2	high_confidence_cazyme	GT15_e0	G8C279	76.7	1.169e-161	0.4459	0.8589	0.6877
jgi-Obemuc1-873830-fgenesh1_kg.110_#_44_#_Locus12220v1rpkm9.13	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4960	0.3740
jgi-Colfa1-350078-CE350077_11516	high_confidence_cazyme	GT15_e5	A0A167DTK3	65.9	1.437e-134	0.3831	0.8576	0.6559
jgi-Aspele1-298038-CE298037_2895	high_confidence_non_cazyme	-	A0A2H4S9A3	66.6	3.914e-32	0.1134	0.7568	0.4959
jgi-Marpt1-242111-gw1.136.10.1	high_confidence_cazyme	GH3_e146	A0A077WSP5	64.9	7.804e-230	0.6318	0.8644	0.7820
jgi-Aspall1-148619-gm1.7991_g	high_confidence_cazyme	GH92_e32	E4ZUP2	61.1	5.306e-247	0.6789	0.8568	0.8036
jgi-Phcit1-244384-fgenesh1_pm.13_#_50	high_confidence_non_cazyme	-	UKZ48309.1	54.0	8.336e-92	0.2705	0.8612	0.6005
jgi-Kalbru1-872240-fgenesh1_pm.97_#_41	high_confidence_non_cazyme	-	A0A807DKK5	44.7	7.809e-06	0.0436	0.7565	0.4609
jgi-Xylscr1-392252-CE392251_3582	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4169	0.3542
jgi-DotP12C66-607625-estExt_fgenesh1_pg.C_12_t20127	high_confidence_non_cazyme	-	F9Z4Q7	63.2	1.311e-15	0.0733	0.7036	0.4625
jgi-XyFL0804_2-621323-fgenesh1_kg.2_#_3545_#_TRINITY_DN2922_c0_g1_i2	high_confidence_cazyme	GT15_e3	A0A061BIW8	76.7	1.519e-131	0.3717	0.8562	0.6499
jgi-TyphTRa3160C_1-869411-MIX20344_5878_100	high_confidence_cazyme	AA7_e0	A0A6M7ZEK4	57.3	8.24e-139	0.3962	0.8656	0.6645
jgi-Aspfo1-133147-e_gw1.5.1646.1	high_confidence_non_cazyme	-	Q1PL04	42.6	3.271e-09	0.0558	0.8093	0.4803
jgi-Chytri1-1167140-gm1.4517_g	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4654	0.3663
jgi-Karrh1-362762-e_gw1.11.841.1	high_confidence_cazyme	AA9_e3	I7DP92	64.6	2.093e-75	0.2208	0.7374	0.5447
jgi-DallocAZ0526_2-452931-fgenesh1_kg.1_#_1987_#_TRINITY_DN3905_c0_g2_i1	high_confidence_cazyme	GH18_e414	A0A8A1LHF1	60.0	9.434e-90	0.2627	0.7954	0.5802
jgi-Trisp1-238630-gm1.965_g	high_confidence_non_cazyme	-	UDG83174.1	37.1	1.373e-05	0.0445	0.5480	0.4092
jgi-Tylfel1-2228143-fgenesh1_kg.4_#_2080_#_TRINITY_DN1577_c0_g3_i2	high_confidence_non_cazyme	-	F9F460	65.4	2.691e-79	0.2339	0.8817	0.5874
jgi-Pucst_PST78_1-876-PSTG_11839T0	high_confidence_non_cazyme	-	A0A899G6P5	57.6	6.633e-65	0.2024	0.7930	0.5495
jgi-Triveli1-461215-fgenesh1_kg.19_#_183_#_TRINITY_DN2405_c0_g1_i1	high_confidence_non_cazyme	-	A0A7I8EPM2	38.4	8.656e-25	0.0960	0.8685	0.5151
jgi-Lachat1-3105649-estExt_Genemark1.C_850015	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4634	0.3658
jgi-NeFL0031_2-560274-gm1.6373_g	high_confidence_non_cazyme	-	A0A7H5RCA0	61.7	0.0005112	0.0384	0.8147	0.4729
jgi-Pbre18316_1-276955-fgenesh1_kg.2_#_1441_#_TRINITY_DN3096_c0_g1_i4	high_confidence_non_cazyme	-	A0A1X7S498	50.7	3.218e-49	0.1562	0.8623	0.5437
jgi-Rhice1_1-811023-gm1.18_g	high_confidence_non_cazyme	-	F4BVI0	85.7	0.0004501	0.0401	0.6046	0.4212
jgi-Ophnu1-1985440-OphioH327g6850	high_confidence_non_cazyme	-	A0A7R9BJ39	36.9	4.895e-23	0.0960	0.6831	0.4688
jgi-Sisser1-1038581-estExt_Genemark1.C_9_t10461	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6192	0.4048
jgi-Hercor1-975942-fgenesh1_pg.119_#_3	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5290	0.3822
jgi-Phaart1-499904-fgenesh1_kg.5_#_1149_#_TRINITY_DN6439_c1_g2_i1	high_confidence_non_cazyme	-	A0A225XBB7	83.8	1.357e-05	0.0436	0.6435	0.4327
jgi-Radcon1-1193616-e_gw1.1.946.1	high_confidence_non_cazyme	-	A0A160T044	41.4	1.579e-47	0.1614	0.8897	0.5531
jgi-Brefa1-663060-e_gw1.5.867.1	high_confidence_non_cazyme	-	A0A8H8ST59	39.0	4.59e-33	0.1222	0.4455	0.4225
jgi-DimP5P66-573008-e_gw1.28.194.1	high_confidence_non_cazyme	-	A0A7G5JKW3	49.0	5.198e-11	0.0576	0.7739	0.4723
jgi-Bgh5874_1-603334-e_gw1.20.206.1	high_confidence_non_cazyme	-	G8TLV4	62.5	9.882e-05	0.0410	0.5583	0.4101
jgi-Thihy1-451434-estExt_Genewise1.C_190057	high_confidence_non_cazyme	-	QHO51176.1	53.1	1.789e-38	0.1326	0.7784	0.5109
jgi-Xylcur1-305318-gm1.5784_g	high_confidence_non_cazyme	-	A0A9Q8ZDV1	66.8	8.202e-41	0.1405	0.7256	0.5017
jgi-Phiglo1-406778-fgenesh1_kg.2_#_2958_#_TRINITY_DN4719_c0_g1_i2	high_confidence_non_cazyme	-	A0A8H8MFN3	51.3	5.563e-41	0.1370	0.8216	0.5239
jgi-Amylap1_1-806480-estExt_Genewise1Plus.C_310014	high_confidence_non_cazyme	-	A0A8D9MJ76	48.5	6.546e-58	0.1937	0.6812	0.5172
jgi-Spobr1-11800-transcript:KIH92666	high_confidence_non_cazyme	-	A0A9Q8TB12	39.6	1.178e-32	0.1222	0.6382	0.4706
jgi-Pencam1-2194-transcript:CRL24450	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5505	0.3876
jgi-MobeAD1040_1-143-BGZ76_000144-T1	high_confidence_non_cazyme	-	A0A448I8C9	38.5	5.076e-39	0.1414	0.6578	0.4851
jgi-Moean1-5196-rna-PAN0_016c5228	high_confidence_non_cazyme	-	A0A127JW82	70.0	0.0002326	0.0419	0.6479	0.4329
jgi-Verlo1-4191-transcript:CRK15417	gray_zone	-	-	0.0	nan	0.0000	0.4401	0.3600
jgi-Fuspoa1-556767-fgenesh1_kg.6_#_82_#_TRINITY_DN1090_c0_g2_i1	high_confidence_cazyme	CE5_e57	A0A6S6VXK5	73.4	5.127e-80	0.2330	0.8489	0.5787
jgi-NeFL0916_1-204213-CE204212_1361	gray_zone	-	A0A8H8T062	53.6	1.443e-121	0.3674	0.7876	0.6306
jgi-Aspcri1-1001-SI65_01002T0	gray_zone	-	-	0.0	nan	0.0000	0.8106	0.4526
jgi-Psicub1_1-26036-gw1.5405.51.1	high_confidence_non_cazyme	-	A0A3M6VHA7	56.6	0.0004569	0.0375	0.7135	0.4471
jgi-Aspmin1-160428-CE160427_3945	gray_zone	-	A0A090LIW2	53.7	5.457e-45	0.1536	0.8223	0.5324
jgi-FvanT343_1-376036-fgenesh1_pm.7_#_188	high_confidence_cazyme	AA1_3|AA1_e41	A0A2H3S4A9	68.9	5.492e-215	0.5890	0.8142	0.7480
jgi-Tulsp419_1-1590891-fgenesh1_kg.4_#_5450_#_TRINITY_DN7049_c0_g1_i6	high_confidence_cazyme	GT4_e3141	A0A077WFC7	64.2	4.017e-184	0.5148	0.8925	0.7305
jgi-Trich5757_1-355632-fgenesh1_pm.6_#_243	gray_zone	-	A0A6M7ZQI8	74.4	1.384e-145	0.4127	0.7953	0.6552
jgi-Mycepi1-785724-fgenesh1_kg.23_#_143_#_TRINITY_DN5289_c0_g2_i4	gray_zone	-	A0A2N1L2K0	57.4	1.162e-137	0.3935	0.8740	0.6653
jgi-Neobo1-718564-MIX16620_4_24	gray_zone	-	A0A7S8CZV9	73.7	1.465e-143	0.4066	0.7541	0.6418
jgi-Humhy1-6180-rna-Humhy2p7_10203	gray_zone	-	UXP32434.1	33.5	2.179e-10	0.0576	0.8592	0.4936
jgi-Morpal1-688680-fgenesh1_kg.17_#_402_#_TRINITY_DN1389_c0_g1_i5	gray_zone	-	K8ER27	40.4	2.507e-55	0.1867	0.8864	0.5650
jgi-HerpoJF057F_1-705883-fgenesh1_pg.4_#_146	gray_zone	-	A0A8H8P5D7	70.5	4.07e-175	0.4843	0.8361	0.7012
jgi-Ncrass2-1420619-e_gw1.3.138.1	gray_zone	-	VEC51885.1	46.3	1.065e-17	0.0785	0.7984	0.4889
jgi-FvanT200_1-321670-MIX5992_21_85	gray_zone	-	A0A2G5UV03	57.6	7.432e-77	0.2330	0.8913	0.5893
jgi-Myc59_1-130598-CE130597_148	high_confidence_non_cazyme	-	A0A7I7VGB7	47.2	1.133e-13	0.0620	0.7830	0.4767
jgi-Dacma1-837365-fgenesh1_pm.2_#_443	gray_zone	-	A0A7S8D775	59.6	1.159e-86	0.2618	0.8255	0.5873
jgi-Cernew1-324642-e_gw1.3.1177.1	high_confidence_cazyme	CE4_e263	A0A6H0XTN5	69.3	4.611e-129	0.3674	0.8037	0.6346
jgi-Endpal1-2157-EPA1_004831-RA	gray_zone	-	A0A9Q8WMR9	69.3	6.7e-270	0.7382	0.8726	0.8373
jgi-Aspnav1_1-232839-fgenesh1_pm.120_#_15	gray_zone	-	UZJ55557.1	66.6	3.853e-84	0.2443	0.8384	0.5818
jgi-FusoxFo47-5512-rna-gnl-WGS:AFMM-mrna_FOZG_14651T0	high_confidence_non_cazyme	-	A0A6J5NMQ2	53.1	3.087e-06	0.0445	0.5898	0.4197
jgi-Stach1-6193-transcript:KFA75877	high_confidence_cazyme	GH7_e0	A0A9Q8SB74	76.2	2.533e-222	0.6056	0.7561	0.7418
jgi-FoxF206_1-600260-estExt_Genewise1Plus.C_9_t40495	gray_zone	-	A0A6M7ZQI8	66.6	1.315e-113	0.3316	0.7994	0.6156
jgi-Didma1-11864-g4955.t1	gray_zone	-	A0A7R9BDC7	54.6	1.47e-164	0.4721	0.8271	0.6928
jgi-Morulm1-380823-estExt_Genewise1Plus.C_14_t10112	high_confidence_cazyme	GH5_4|CBM46	A0A8A3PR12	61.4	3.618e-154	0.4380	0.7932	0.6673
jgi-HyFL1284_2-547756-fgenesh1_kg.7_#_683_#_TRINITY_DN717_c0_g3_i1	gray_zone	-	UJR30668.1	39.0	3.321e-34	0.1274	0.7502	0.5013
jgi-Talst1_2-2192-TSTA_106690	high_confidence_cazyme	GH15_e31	P36914	74.1	9.29e-170	0.4738	0.7885	0.6840
jgi-Rusbre1-1091775-fgenesh1_pm.33_#_21	gray_zone	-	WEJ95735.1	77.4	2.074e-164	0.4529	0.8039	0.6774
jgi-Xyldig919_1-539206-gm4.745_g	high_confidence_cazyme	GH154_e10	A0A9Q9DWZ7	58.3	8.926e-173	0.4869	0.8781	0.7130
jgi-Mycami1-1222194-estExt_fgenesh1_pm.C_590005	gray_zone	-	-	0.0	nan	0.0000	0.6411	0.4103
jgi-Tristr1-331688-fgenesh1_pm.9_#_214	gray_zone	-	K9UGD5	49.1	3.004e-105	0.3115	0.8603	0.6208
