protein_id	tier	adjudicated_tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-Marpt1-242111-gw1.136.10.1	high_confidence_cazyme	high_confidence_cazyme	GH3_e146	A0A077WSP5	64.9	7.804e-230	0.6318	0.8717	0.7838
jgi-Aspall1-148619-gm1.7991_g	high_confidence_cazyme	high_confidence_cazyme	GH92_e32	E4ZUP2	61.1	5.3060000000000005e-247	0.6789	0.8627	0.8051
jgi-Phcit1-244384-fgenesh1_pm.13_#_50	high_confidence_non_cazyme	high_confidence_non_cazyme	-	UKZ48309.1	54.0	8.335999999999999e-92	0.2705	0.8665	0.6019
jgi-Kalbru1-872240-fgenesh1_pm.97_#_41	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A807DKK5	44.7	7.809e-06	0.0436	0.7776	0.4662
jgi-Xylscr1-392252-CE392251_3582	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4332	0.3583
jgi-DotP12C66-607625-estExt_fgenesh1_pg.C_12_t20127	high_confidence_non_cazyme	high_confidence_non_cazyme	-	F9Z4Q7	63.2	1.311e-15	0.0733	0.7182	0.4662
jgi-XyFL0804_2-621323-fgenesh1_kg.2_#_3545_#_TRINITY_DN2922_c0_g1_i2	high_confidence_cazyme	high_confidence_cazyme	GT15_e3	A0A061BIW8	76.7	1.519e-131	0.3717	0.8782	0.6554
jgi-TyphTRa3160C_1-869411-MIX20344_5878_100	high_confidence_cazyme	high_confidence_cazyme	AA7_e0	A0A6M7ZEK4	57.3	8.24e-139	0.3962	0.8786	0.6677
jgi-Aspfo1-133147-e_gw1.5.1646.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	Q1PL04	42.6	3.271e-09	0.0558	0.8234	0.4838
jgi-Chytri1-1167140-gm1.4517_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4835	0.3709
jgi-Karrh1-362762-e_gw1.11.841.1	high_confidence_cazyme	high_confidence_cazyme	AA9_e3	I7DP92	64.6	2.093e-75	0.2208	0.7469	0.5471
jgi-DallocAZ0526_2-452931-fgenesh1_kg.1_#_1987_#_TRINITY_DN3905_c0_g2_i1	high_confidence_cazyme	high_confidence_cazyme	GH18_e414	A0A8A1LHF1	60.0	9.433999999999999e-90	0.2627	0.8098	0.5838
jgi-Trisp1-238630-gm1.965_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	UDG83174.1	37.1	1.373e-05	0.0445	0.5683	0.4143
jgi-Tylfel1-2228143-fgenesh1_kg.4_#_2080_#_TRINITY_DN1577_c0_g3_i2	high_confidence_non_cazyme	high_confidence_non_cazyme	-	F9F460	65.4	2.691e-79	0.2339	0.8826	0.5876
jgi-Pucst_PST78_1-876-PSTG_11839T0	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A899G6P5	57.6	6.633e-65	0.2024	0.8057	0.5526
jgi-Triveli1-461215-fgenesh1_kg.19_#_183_#_TRINITY_DN2405_c0_g1_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7I8EPM2	38.4	8.656000000000001e-25	0.096	0.8801	0.518
jgi-Lachat1-3105649-estExt_Genemark1.C_850015	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4662	0.3666
jgi-NeFL0031_2-560274-gm1.6373_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7H5RCA0	61.7	0.0005112	0.0384	0.8217	0.4746
jgi-Pbre18316_1-276955-fgenesh1_kg.2_#_1441_#_TRINITY_DN3096_c0_g1_i4	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A1X7S498	50.7	3.218e-49	0.1562	0.868	0.5451
jgi-Rhice1_1-811023-gm1.18_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	F4BVI0	85.7	0.0004501	0.0401	0.6225	0.4257
jgi-Ophnu1-1985440-OphioH327g6850	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7R9BJ39	36.9	4.8949999999999995e-23	0.096	0.7036	0.4739
jgi-Sisser1-1038581-estExt_Genemark1.C_9_t10461	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.6444	0.4111
jgi-Hercor1-975942-fgenesh1_pg.119_#_3	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5479	0.387
jgi-Phaart1-499904-fgenesh1_kg.5_#_1149_#_TRINITY_DN6439_c1_g2_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A225XBB7	83.8	1.357e-05	0.0436	0.6612	0.4371
jgi-Radcon1-1193616-e_gw1.1.946.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A160T044	41.4	1.5789999999999998e-47	0.1614	0.9029	0.5565
jgi-Brefa1-663060-e_gw1.5.867.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A8H8ST59	39.0	4.5900000000000004e-33	0.1222	0.4607	0.4263
jgi-DimP5P66-573008-e_gw1.28.194.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7G5JKW3	49.0	5.198e-11	0.0576	0.7846	0.4749
jgi-Bgh5874_1-603334-e_gw1.20.206.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	G8TLV4	62.5	9.882e-05	0.041	0.5788	0.4152
jgi-Thihy1-451434-estExt_Genewise1.C_190057	high_confidence_non_cazyme	high_confidence_non_cazyme	-	QHO51176.1	53.1	1.789e-38	0.1326	0.7845	0.5124
jgi-Xylcur1-305318-gm1.5784_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A9Q8ZDV1	66.8	8.201999999999999e-41	0.1405	0.7477	0.5072
jgi-Phiglo1-406778-fgenesh1_kg.2_#_2958_#_TRINITY_DN4719_c0_g1_i2	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A8H8MFN3	51.3	5.563e-41	0.137	0.8374	0.5278
jgi-Amylap1_1-806480-estExt_Genewise1Plus.C_310014	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A8D9MJ76	48.5	6.546e-58	0.1937	0.6968	0.5211
jgi-Spobr1-11800-transcript:KIH92666	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A9Q8TB12	39.6	1.178e-32	0.1222	0.6584	0.4757
jgi-Pencam1-2194-transcript:CRL24450	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5674	0.3918
jgi-MobeAD1040_1-143-BGZ76_000144-T1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A448I8C9	38.5	5.0759999999999994e-39	0.1414	0.6779	0.4902
jgi-Moean1-5196-rna-PAN0_016c5228	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A127JW82	70.0	0.0002326	0.0419	0.6645	0.4371
jgi-Verlo1-4191-transcript:CRK15417	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4542	0.3635
jgi-Fuspoa1-556767-fgenesh1_kg.6_#_82_#_TRINITY_DN1090_c0_g2_i1	high_confidence_cazyme	high_confidence_cazyme	CE5_e57	A0A6S6VXK5	73.4	5.127e-80	0.233	0.8587	0.5812
jgi-NeFL0916_1-204213-CE204212_1361	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8T062	53.6	1.443e-121	0.3674	0.7976	0.6331
jgi-Aspcri1-1001-SI65_01002T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.8303	0.4576
jgi-Psicub1_1-26036-gw1.5405.51.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A3M6VHA7	56.6	0.0004569	0.0375	0.728	0.4508
jgi-Aspmin1-160428-CE160427_3945	gray_zone	gray_zone_ambiguous_structure	-	A0A090LIW2	53.7	5.457e-45	0.1536	0.8405	0.5369
jgi-FvanT343_1-376036-fgenesh1_pm.7_#_188	high_confidence_cazyme	high_confidence_cazyme	AA1_3|AA1_e41	A0A2H3S4A9	68.9	5.492e-215	0.589	0.8273	0.7513
jgi-Tulsp419_1-1590891-fgenesh1_kg.4_#_5450_#_TRINITY_DN7049_c0_g1_i6	high_confidence_cazyme	high_confidence_cazyme	GT4_e3141	A0A077WFC7	64.2	4.0170000000000003e-184	0.5148	0.9065	0.734
jgi-Trich5757_1-355632-fgenesh1_pm.6_#_243	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7ZQI8	74.4	1.3839999999999999e-145	0.4127	0.809	0.6586
jgi-Mycepi1-785724-fgenesh1_kg.23_#_143_#_TRINITY_DN5289_c0_g2_i4	gray_zone	gray_zone_structure_supports_cazyme	-	A0A2N1L2K0	57.4	1.1619999999999999e-137	0.3935	0.8722	0.6648
jgi-Neobo1-718564-MIX16620_4_24	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7S8CZV9	73.7	1.465e-143	0.4066	0.7616	0.6437
jgi-Humhy1-6180-rna-Humhy2p7_10203	gray_zone	gray_zone_structure_supports_non_cazyme	-	UXP32434.1	33.5	2.179e-10	0.0576	0.8721	0.4968
jgi-Morpal1-688680-fgenesh1_kg.17_#_402_#_TRINITY_DN1389_c0_g1_i5	gray_zone	gray_zone_ambiguous_structure	-	K8ER27	40.4	2.5070000000000002e-55	0.1867	0.8981	0.5679
jgi-HerpoJF057F_1-705883-fgenesh1_pg.4_#_146	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8P5D7	70.5	4.07e-175	0.4843	0.8343	0.7007
jgi-Ncrass2-1420619-e_gw1.3.138.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	VEC51885.1	46.3	1.065e-17	0.0785	0.8178	0.4937
jgi-FvanT200_1-321670-MIX5992_21_85	gray_zone	gray_zone_ambiguous_structure	-	A0A2G5UV03	57.6	7.432e-77	0.233	0.8907	0.5892
jgi-Myc59_1-130598-CE130597_148	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7I7VGB7	47.2	1.133e-13	0.062	0.7834	0.4768
jgi-Dacma1-837365-fgenesh1_pm.2_#_443	gray_zone	gray_zone_ambiguous_structure	-	A0A7S8D775	59.6	1.159e-86	0.2618	0.8417	0.5913
jgi-Cernew1-324642-e_gw1.3.1177.1	high_confidence_cazyme	high_confidence_cazyme	CE4_e263	A0A6H0XTN5	69.3	4.611e-129	0.3674	0.817	0.6379
jgi-Endpal1-2157-EPA1_004831-RA	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8WMR9	69.3	6.700000000000001e-270	0.7382	0.8824	0.8397
jgi-Aspnav1_1-232839-fgenesh1_pm.120_#_15	gray_zone	gray_zone_ambiguous_structure	-	UZJ55557.1	66.6	3.853e-84	0.2443	0.8336	0.5806
jgi-FusoxFo47-5512-rna-gnl-WGS:AFMM-mrna_FOZG_14651T0	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A6J5NMQ2	53.1	3.087e-06	0.0445	0.6092	0.4245
jgi-Stach1-6193-transcript:KFA75877	high_confidence_cazyme	high_confidence_cazyme	GH7_e0	A0A9Q8SB74	76.2	2.5330000000000002e-222	0.6056	0.7622	0.7433
jgi-FoxF206_1-600260-estExt_Genewise1Plus.C_9_t40495	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7ZQI8	66.6	1.315e-113	0.3316	0.808	0.6178
jgi-Didma1-11864-g4955.t1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7R9BDC7	54.6	1.47e-164	0.4721	0.8489	0.6983
jgi-Morulm1-380823-estExt_Genewise1Plus.C_14_t10112	high_confidence_cazyme	high_confidence_cazyme	GH5_4|CBM46	A0A8A3PR12	61.4	3.618e-154	0.438	0.8044	0.6701
jgi-HyFL1284_2-547756-fgenesh1_kg.7_#_683_#_TRINITY_DN717_c0_g3_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	UJR30668.1	39.0	3.321e-34	0.1274	0.7728	0.5069
jgi-Talst1_2-2192-TSTA_106690	high_confidence_cazyme	high_confidence_cazyme	GH15_e31	P36914	74.1	9.289999999999999e-170	0.4738	0.8043	0.688
jgi-Rusbre1-1091775-fgenesh1_pm.33_#_21	gray_zone	gray_zone_structure_supports_cazyme	-	WEJ95735.1	77.4	2.074e-164	0.4529	0.809	0.6787
jgi-Xyldig919_1-539206-gm4.745_g	high_confidence_cazyme	high_confidence_cazyme	GH154_e10	A0A9Q9DWZ7	58.3	8.926e-173	0.4869	0.891	0.7162
jgi-Mycami1-1222194-estExt_fgenesh1_pm.C_590005	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.6628	0.4157
jgi-Tristr1-331688-fgenesh1_pm.9_#_214	gray_zone	gray_zone_structure_supports_cazyme	-	K9UGD5	49.1	3.004e-105	0.3115	0.8633	0.6216
jgi-Neoirr1-5006-NEOLI_002527T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A0M5J442	46.1	1.314e-11	0.062	0.7453	0.4673
jgi-Themy1-2015-rna-Myrth2p4_8712	gray_zone	gray_zone_ambiguous_structure	-	G8LTU6	38.9	5.939e-74	0.2365	0.8786	0.5879
jgi-Hompol1-5965-HPOL_000166-RA	high_confidence_non_cazyme	high_confidence_non_cazyme	-	QYU70513.1	53.7	1.858e-61	0.1928	0.8774	0.5658
jgi-Pismar1-1833915-CE1833914_2398	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A9Q9DR53	50.0	5.534e-63	0.2094	0.6341	0.5132
jgi-FvanT299_1-381554-fgenesh1_kg.28_#_359_#_TRINITY_DN120_c0_g1_i2	gray_zone	gray_zone_structure_supports_cazyme	-	A0A4P7C2S8	60.8	8.821e-168	0.4869	0.8814	0.7138
jgi-Pgt_201_B1-1588-rna-gnl-WGS:VSWC-PGT21_007981-T1_mrna	gray_zone	gray_zone_ambiguous_structure	-	A0A8H8M811	46.4	5.04e-96	0.288	0.8279	0.601
jgi-Morbrun1-256414-CE256413_15186	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4753	0.3688
jgi-Piswes1-3464392-e_gw1.296.36.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7R9BT76	68.4	5.358e-157	0.4494	0.8212	0.68
jgi-XylFL2044-767935-fgenesh1_pm.1_#_309	gray_zone	gray_zone_ambiguous_structure	-	A0A2H4SA22	47.0	6.122e-73	0.233	0.7464	0.5531
jgi-Settu3-23978-Settu1.gm1.6104_g	gray_zone	gray_zone_ambiguous_structure	-	A0A445EVQ4	53.1	1.461e-67	0.2225	0.7974	0.5606
jgi-Aspter1-211415-MIX4940_14_42	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A4Y8UQP5	59.0	2.747e-05	0.0428	0.8274	0.4782
jgi-Phisu1-18768-transcript:CZR56380	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A0F6QWP2	33.1	5.895e-17	0.075	0.8924	0.5106
jgi-Velabi1-1435360-MIX20950_69_20	gray_zone	gray_zone_ambiguous_structure	-	QHN99607.1	52.1	2.6e-75	0.2339	0.8196	0.5718
jgi-Lepnud1-1326806-estExt_Genemark1.C_1800009	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QMU0	60.1	2.784e-125	0.3595	0.8433	0.6406
jgi-MoveAD079_1-4430-CPB97_004477-T1	gray_zone	gray_zone_structure_supports_non_cazyme	-	AYK01981.1	51.4	3.3169999999999998e-22	0.0864	0.8296	0.5006
jgi-Sisni1-453894-fgenesh1_kg.12_#_282_#_Locus6098v1rpkm23.93	gray_zone	gray_zone_ambiguous_structure	-	WEJ94610.1	55.9	1.315e-48	0.1606	0.7645	0.5214
jgi-Aspaff1-540321-fgenesh1_kg.225_#_36_#_TRINITY_DN7548_c0_g1_i3	gray_zone	gray_zone_ambiguous_structure	-	Q9PBD6	58.8	8.244e-63	0.1998	0.8128	0.5531
jgi-Lopnu1-580311-fgenesh1_kg.21_#_478_#_TRINITY_DN3228_c0_g2_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A7R8HDK8	36.5	1.189e-54	0.1859	0.88	0.5629
jgi-Abobi1-504882-fgenesh1_kg.11_#_1779_#_TRINITY_DN10523_c0_g2_i8	gray_zone	gray_zone_ambiguous_structure	-	A0A6M7YE70	50.7	2.3110000000000002e-63	0.2024	0.8629	0.567
jgi-Fuspr1-8009-transcript:CVK88013	gray_zone	gray_zone_structure_supports_non_cazyme	-	BCX79892.1	54.4	1.611e-07	0.0497	0.8763	0.4939
jgi-Loppic1-503301-fgenesh1_kg.375_#_6_#_TRINITY_DN5756_c0_g1_i2	gray_zone	gray_zone_ambiguous_structure	-	A0A2G5UV03	57.0	3.5210000000000004e-76	0.2312	0.8946	0.5893
jgi-Dicsqu18370_1-141235-CE141234_99	high_confidence_non_cazyme	high_confidence_non_cazyme	-	F7J6E9	63.7	1.453e-07	0.0436	0.5903	0.4194
jgi-Aspcap1-2640-CE2639_63	high_confidence_cazyme	high_confidence_cazyme	AA3_2	A0A517LFF4	69.3	2.688e-231	0.63	0.8645	0.7811
jgi-Aspoc2036_1-319316-CE319315_3715	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A2H6B7E4	38.3	3.875e-27	0.1073	0.7594	0.4935
jgi-Lorma1-508990-fgenesh1_kg.13_#_264_#_TRINITY_DN3259_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q8WAU1	60.9	1.3060000000000001e-102	0.3037	0.8102	0.6044
jgi-Cersam1-364018-estExt_fgenesh1_pm.C_310045	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q8ZI20	67.1	1.002e-80	0.2583	0.6491	0.5414
jgi-Colsa1-944484-mrna_7240	high_confidence_cazyme	high_confidence_cazyme	AA1	E3QIF1	63.8	2.41e-174	0.486	0.8557	0.7069
jgi-Serend1-1345061-fgenesh1_pm.5_#_73	gray_zone	gray_zone_ambiguous_structure	-	A0A2G5UV03	66.4	1.047e-96	0.281	0.8367	0.5997
jgi-Colin1-9107-mrna_9107	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.8154	0.4539
jgi-Fuscon1-100465-CE100464_318	high_confidence_cazyme	high_confidence_cazyme	AA3_2	WJG36980.1	75.5	7.888e-276	0.7443	0.8471	0.8339
jgi-Fusoxcub1-20773-rna-gnl-WGS:AGND-mrna_FOIG_05842T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	WIA20762.1	84.0	2.654e-08	0.0532	0.4946	0.4003
jgi-Fustr1-486139-fgenesh1_kg.7_#_1475_#_TRINITY_DN4238_c1_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	I1S2K2	43.1	2.6380000000000002e-62	0.199	0.9156	0.5784
jgi-Triple1-116069-g9365.t1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A6M7ZQI8	59.6	8.430999999999999e-22	0.0864	0.7845	0.4893
jgi-Oidma1-56539-gm1.9869_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QK02	69.2	7.051e-130	0.37	0.7717	0.6279
jgi-Fusoxrap1-14058-rna-gnl-WGS:AGNG-mrna_FOQG_02823T5	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7R9A533	38.2	4.61e-25	0.1003	0.83	0.5077
jgi-TriharM10_1-439666-fgenesh1_kg.83_#_16_#_TRINITY_DN7970_c0_g2_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8P5D7	71.6	5.4339999999999996e-185	0.5096	0.7842	0.7008
jgi-Aspare1-11279-e_gw1.46.18.1	gray_zone	gray_zone_ambiguous_structure	-	M5EEC9	57.2	1.415e-83	0.2461	0.8725	0.5912
jgi-Aspbic1-283175-MIX16205_19_29	high_confidence_cazyme	high_confidence_cazyme	GH71_e11|CBM24_e1|CBM24_e1	B6H684	68.2	1.13e-233	0.6562	0.7243	0.7592
jgi-Exigl1-836691-estExt_Genemark1.C_1330028	gray_zone	gray_zone_structure_supports_cazyme	-	A0A4D6KMY5	54.5	9.373e-96	0.2792	0.8799	0.6096
jgi-CodFL1790_1-690358-fgenesh1_kg.12_#_1357_#_TRINITY_DN7516_c0_g6_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8D9MIV1	51.1	1.696e-157	0.4607	0.8494	0.6927
jgi-SacceYB210_1-194280-fgenesh1_pg.24_#_11	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A6N1AS62	57.6	2.122e-08	0.0532	0.8573	0.4909
jgi-Clapu1-4913-transcript:CCE32060	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q9DVU5	60.5	7.807e-61	0.1946	0.8241	0.5533
jgi-Tribrev1-379121-fgenesh1_kg.5_#_541_#_TRINITY_DN4803_c0_g1_i2	gray_zone	gray_zone_ambiguous_structure	-	A0A5B8MK09	53.5	1.7499999999999998e-55	0.178	0.8112	0.5418
jgi-XyFL0064_1-672350-fgenesh1_kg.64_#_82_#_TRINITY_DN4851_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A507QPH5	61.6	5.1160000000000003e-210	0.5846	0.8496	0.7547
jgi-Xylbam139988_1-634763-fgenesh1_pm.9_#_153	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A220VDL9	55.0	8.807e-06	0.0462	0.6382	0.4327
jgi-Colhig2-10279-CH63R_09071T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4515	0.3629
jgi-Ptegra1-511441-e_gw1.23.171.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A1R1EL25	69.0	0.0009093	0.0393	0.8104	0.4722
jgi-Pornie1_2-890969-fgenesh1_kg.45_#_46_#_Locus10845v1rpkm14.84	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A6M7YK81	62.3	0.0001971	0.041	0.6254	0.4268
jgi-OphpiCECT20416_2-87728-g8015.t1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A8H8SGC4	35.9	1.405e-10	0.0576	0.8385	0.4884
jgi-XylFL0255-312147-CE312146_279	high_confidence_cazyme	high_confidence_cazyme	GT20_e0	M1V9E3	79.0	2.5819999999999998e-219	0.5977	0.8497	0.7613
jgi-Colch1-6765-mrna_1409	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4282	0.3571
jgi-FvanT23_1-393485-fgenesh1_pm.89_#_32	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.7073	0.4268
jgi-Crevar1-877829-estExt_fgenesh1_pm.C_850017	high_confidence_cazyme	high_confidence_cazyme	GH5_9	BEJ08809.1	70.2	1.3759999999999998e-149	0.4171	0.8779	0.678
jgi-Sisbr1-664349-estExt_Genemark1.C_2_t10288	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A250L9Q4	31.9	9.258e-13	0.0663	0.8785	0.5028
jgi-Aspara19utr-139839-fgenesh1_kg.67_#_88_#_TRINITY_DN7788_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A5B9D8D6	35.5	1.786e-07	0.0497	0.7522	0.4629
jgi-Aspcorea1-11848-CE11847_4188	high_confidence_cazyme	high_confidence_cazyme	GT2|GT2	A0A517L1J3	72.5	2.614e-236	0.6579	0.8449	0.7902
jgi-Neora1-744530-fgenesh1_pm.1_#_25	high_confidence_cazyme	high_confidence_cazyme	GT32_e42	A0A428QQ52	54.3	1.2e-47	0.1553	0.729	0.5099
jgi-Mycbel1-500165-CE500164_1630	high_confidence_cazyme	high_confidence_cazyme	GH30_3	F8WPI4	67.5	5.137999999999999e-190	0.5244	0.8593	0.727
jgi-Fuscu1-1993-transcript:FCUL_02009.1-mRNA-1	gray_zone	gray_zone_structure_supports_non_cazyme	-	I0I6E1	35.5	1.886e-17	0.0777	0.8565	0.503
jgi-Fusox32931-16858-rna-gnl-WGS:AFML-mrna_FOYG_08870T2	gray_zone	gray_zone_structure_supports_cazyme	-	A0A3P6D3E5	59.0	5.6379999999999993e-241	0.6745	0.8325	0.7954
jgi-Copcin2-2264322-CopciAB_392897.T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4808	0.3702
jgi-Darbet1-343511-CE343510_31418	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7L7KR69	47.5	4.135e-07	0.0489	0.8826	0.4951
jgi-Colca1-650471-gm1.10115_g	high_confidence_cazyme	high_confidence_cazyme	GH92_e35	A0A1X7S498	61.5	1.469e-240	0.6667	0.8868	0.805
jgi-Fusoxpis1-475-rna-gnl-WGS:AGBI-mrna_FOVG_00357T0	gray_zone	gray_zone_ambiguous_structure	-	A0A7H8QJ78	75.6	3.642e-58	0.1859	0.7857	0.5394
jgi-Suiac1-2574388-fgenesh1_kg.20_#_800_#_TRINITY_DN7509_c4_g8_i2	gray_zone	gray_zone_ambiguous_structure	-	ARA85284.1	59.0	1.3460000000000002e-71	0.2164	0.8748	0.5769
jgi-Aspsub1-190992-fgenesh1_kg.83_#_21_#_TRINITY_DN11149_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	WFD22748.1	33.5	3.783e-38	0.1361	0.8957	0.542
jgi-Hypfra2-474591-fgenesh1_kg.2_#_1221_#_TRINITY_DN7250_c1_g3_i4	high_confidence_non_cazyme	high_confidence_non_cazyme	-	C0Z487	38.9	3.79e-05	0.0436	0.8805	0.4919
jgi-Thiau1-4796-rna-Thiau2p7_6120	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7R8X5Y5	46.6	3.503e-12	0.0628	0.7712	0.4742
jgi-Aspber1-236742-CE236741_13317	gray_zone	gray_zone_ambiguous_structure	-	UTA66659.1	38.1	9.974e-43	0.1518	0.8677	0.5428
jgi-Fusnyg1-446394-fgenesh1_kg.3_#_2670_#_TRINITY_DN894_c0_g2_i2	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A1U7CTX1	44.4	4.858e-06	0.0454	0.8789	0.4924
jgi-Trave1-119097-e_gw1.4.411.1	gray_zone	gray_zone_structure_supports_cazyme	-	WEJ95752.1	57.9	6.632e-178	0.4974	0.7618	0.6891
jgi-Fibin1-465017-estExt_fgenesh1_pm.C_40063	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7R6T0D4	38.8	4.427e-19	0.0846	0.6775	0.4617
jgi-Epini1-64497-CE64496_901	gray_zone	gray_zone_ambiguous_structure	-	A0A1S6HQJ8	46.8	4.592e-56	0.1815	0.8823	0.5613
jgi-Ocuya1-496-rna-Psehe2p4_496	high_confidence_cazyme	high_confidence_cazyme	GH16_3	A0A345HUK7	65.9	1.64e-101	0.2897	0.8086	0.597
jgi-Aspestel1-166022-gm1.5088_g	gray_zone	gray_zone_structure_supports_cazyme	-	QWU86368.1	62.1	3.6539999999999996e-240	0.6728	0.5295	0.7188
jgi-Macan1-406859-fgenesh1_kg.3_#_472_#_Locus396v3rpkm1.04_PRE	gray_zone	gray_zone_structure_supports_cazyme	-	UKZ91547.1	71.2	2.772e-170	0.4939	0.6083	0.649
jgi-Aspflo1-94332-CE94331_183	high_confidence_cazyme	high_confidence_cazyme	GH32_e34	F1ADK9	47.2	3.019e-121	0.3543	0.8038	0.6281
jgi-Fusco1-564504-estExt_Genewise1Plus.C_10_t40081	high_confidence_cazyme	high_confidence_cazyme	GH54_e0|CBM42_e0	G2QWT5	71.4	6.6979999999999995e-220	0.5977	0.7724	0.742
jgi-Morste1-885456-gw1.32.299.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7R8X9N0	37.2	4.092e-27	0.1021	0.8317	0.509
jgi-Calmar1-256599-CE256598_1999	high_confidence_non_cazyme	high_confidence_non_cazyme	-	UIK87662.1	54.2	1.9480000000000002e-26	0.0986	0.7786	0.494
